,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__tol,param_tfidf__binary,param_tfidf__lowercase,param_tfidf__ngram_range,param_tfidf__stop_words,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
480,0.03113698959350586,0.0011403501735643864,0.013247251510620117,0.00014333868269247456,balanced,0.4393970560760795,True,True,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8968438917890742,0.8231846769582618,0.8886034255599472,0.8695439981024277,0.03295316184758076,11
456,0.03188387552897135,0.0007070291160457587,0.014104445775349935,0.0008269968157445989,balanced,0.05179474679231213,True,True,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8968438917890742,0.8231846769582618,0.8886034255599472,0.8695439981024277,0.03295316184758076,11
487,0.029100974400838215,0.0005067213341406941,0.012497584025065104,0.000212201048052811,balanced,0.4393970560760795,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8297727272727272,0.8960979226324495,0.8688266417675085,0.028329969129499734,13
385,0.03243541717529297,0.0009052051309832661,0.01299301783243815,0.00014635112146559002,balanced,8.483428982440725e-05,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8374967061923584,0.873572261072261,0.8667348231478665,0.021628749860073637,14
361,0.05731630325317383,0.001340382819791887,0.022560755411783855,0.0005640265503365611,balanced,1e-05,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 1e-05, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8374967061923584,0.873572261072261,0.8667348231478665,0.021628749860073637,14
433,0.030697186787923176,0.00045826181707770016,0.014021714528401693,0.001766967903976357,balanced,0.006105402296585327,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.006105402296585327, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8374967061923584,0.873572261072261,0.8667348231478665,0.021628749860073637,14
457,0.03084397315979004,0.0005960943520686964,0.013177235921223959,0.0002862060102805758,balanced,0.05179474679231213,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8374967061923584,0.873572261072261,0.8667348231478665,0.021628749860073637,14
409,0.05166490872701009,0.0009346619397359074,0.021493196487426758,0.0006138739978919208,balanced,0.0007196856730011522,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8374967061923584,0.873572261072261,0.8667348231478665,0.021628749860073637,14
463,0.05186732610066732,0.001296364147324375,0.021890799204508465,0.000991302178883053,balanced,0.05179474679231213,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8154639114146156,0.8960979226324495,0.8640570364814714,0.034937500398241186,19
415,0.037380218505859375,0.007018999434008727,0.012866973876953125,0.00045261145106302467,balanced,0.0007196856730011522,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8154639114146156,0.8960979226324495,0.8640570364814714,0.034937500398241186,19
367,0.034821112950642906,0.0009362304748497478,0.013374408086140951,0.00045733449661231317,balanced,1e-05,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 1e-05, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8154639114146156,0.8960979226324495,0.8640570364814714,0.034937500398241186,19
391,0.033753395080566406,0.0008135332670014126,0.01267711321512858,0.0001741791275079296,balanced,8.483428982440725e-05,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8154639114146156,0.8960979226324495,0.8640570364814714,0.034937500398241186,19
439,0.031822919845581055,0.0008850273856445154,0.01330129305521647,0.0004062577187470754,balanced,0.006105402296585327,True,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.006105402296585327, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8806092753973487,0.8154639114146156,0.8960979226324495,0.8640570364814714,0.034937500398241186,19
481,0.029381434122721355,0.00022543375661469335,0.012520949045817057,0.00015434214544545957,balanced,0.4393970560760795,True,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8891355021789804,0.8154639114146156,0.873572261072261,0.8593905582219524,0.03170400966480266,24
499,0.02953473726908366,0.0003038898543432175,0.012581984202067057,0.0002765755770316857,balanced,0.4393970560760795,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8988247863247864,0.7799229755751494,0.8953188602442333,0.8580222073813898,0.05524304110603262,25
492,0.03429492314656576,0.004041097795175255,0.014307101567586264,0.001808262806994596,balanced,0.4393970560760795,False,True,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8989311127469022,0.8010506679367672,0.8730152200740435,0.8576656669192376,0.04140734198663027,26
108,0.03217617670694987,0.0005001796144168461,0.013468106587727865,0.0004898876741752225,,0.05179474679231213,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8257139676000668,0.8475955204216075,0.8570793089905949,0.030234518377813633,27
132,0.05907440185546875,0.0070743393124295725,0.02264563242594401,0.0016367667312227035,,0.4393970560760795,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8250211744776962,0.8473785825300575,0.8567760653192882,0.03049701422864284,28
133,0.05271379152933756,0.002011744421552086,0.023813168207804363,0.0003621558771199111,,0.4393970560760795,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8173492168057385,0.8475955204216075,0.8565952442119231,0.03628084069213205,29
493,0.028667688369750977,0.0005355006898973255,0.012532472610473633,0.0005430257623157671,balanced,0.4393970560760795,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.882554945054945,0.813206869379809,0.8730152200740435,0.8562590115029325,0.030690571779402962,30
427,0.03496400515238444,0.0031914042622371934,0.01537760098775228,0.0029968235801879854,balanced,0.0007196856730011522,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8933304360423004,0.7799229755751494,0.8953188602442333,0.8561907572872277,0.05393557485965781,31
403,0.033372958501180015,0.0008404697657557274,0.012786308924357096,6.757988071033876e-05,balanced,8.483428982440725e-05,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8933304360423004,0.7799229755751494,0.8953188602442333,0.8561907572872277,0.05393557485965781,31
475,0.03077252705891927,0.0002752773751231671,0.013178507486979166,0.0003439999417082431,balanced,0.05179474679231213,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8933304360423004,0.7799229755751494,0.8953188602442333,0.8561907572872277,0.05393557485965781,31
379,0.03411308924357096,0.0006257901795022748,0.013146479924519857,0.0002914184699625811,balanced,1e-05,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8933304360423004,0.7799229755751494,0.8953188602442333,0.8561907572872277,0.05393557485965781,31
451,0.03137580553690592,0.0003555969924918907,0.012832005818684896,0.00011174624514838458,balanced,0.006105402296585327,False,False,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8933304360423004,0.7799229755751494,0.8953188602442333,0.8561907572872277,0.05393557485965781,31
421,0.03224960962931315,0.0006664970898132904,0.015439510345458984,0.003892452380142067,balanced,0.0007196856730011522,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8769193518346061,0.813206869379809,0.8730152200740435,0.8543804804294862,0.02915773478116952,36
445,0.031362056732177734,0.0009691384146783892,0.012686808904012045,0.0002857880942177422,balanced,0.006105402296585327,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8769193518346061,0.813206869379809,0.8730152200740435,0.8543804804294862,0.02915773478116952,36
397,0.033765157063802086,0.0010877725906793749,0.01296695073445638,0.0004384742743370223,balanced,8.483428982440725e-05,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8769193518346061,0.813206869379809,0.8730152200740435,0.8543804804294862,0.02915773478116952,36
469,0.05251471201578776,0.0008736225508872957,0.020289500554402668,0.005624823177946236,balanced,0.05179474679231213,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8769193518346061,0.813206869379809,0.8730152200740435,0.8543804804294862,0.02915773478116952,36
373,0.03352991739908854,0.00042454833082422735,0.012929439544677734,0.0005804596263226693,balanced,1e-05,False,True,"(1, 1)",english,"{'clf__class_weight': 'balanced', 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.8769193518346061,0.813206869379809,0.8730152200740435,0.8543804804294862,0.02915773478116952,36
60,0.034404913584391274,0.0007495179482642988,0.014139334360758463,0.0002526878785400369,,0.0007196856730011522,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8250211744776962,0.8393097643097643,0.8540864592458571,0.03154499789336299,41
84,0.03822787602742513,0.004694961309835737,0.017212311426798504,0.004808931087159651,,0.006105402296585327,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8250211744776962,0.8393097643097643,0.8540864592458571,0.03154499789336299,41
36,0.03617612520853678,0.0010881078180879598,0.0135040283203125,0.00028262937911087866,,8.483428982440725e-05,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8250211744776962,0.8393097643097643,0.8540864592458571,0.03154499789336299,41
12,0.037096261978149414,0.0006781796540959481,0.014993508656819662,0.0012914702483730332,,1e-05,False,True,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8979284389501108,0.8250211744776962,0.8393097643097643,0.8540864592458571,0.03154499789336299,41
43,0.03357577323913574,0.0013144536728555798,0.013684352238972982,0.0006060230834295825,,8.483428982440725e-05,False,False,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.91331557167961,0.8010506679367672,0.8475955204216075,0.8539872533459949,0.04605426393889397,45
67,0.03275815645853678,0.0005799547605220011,0.013216336568196615,0.0001807452210872503,,0.0007196856730011522,False,False,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.91331557167961,0.8010506679367672,0.8475955204216075,0.8539872533459949,0.04605426393889397,45
19,0.034556070963541664,0.0009930597066536706,0.013080279032389322,0.00031925783942616035,,1e-05,False,False,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.91331557167961,0.8010506679367672,0.8475955204216075,0.8539872533459949,0.04605426393889397,45
91,0.03213055928548177,0.001404552500885534,0.013152360916137695,0.00036682235776263705,,0.006105402296585327,False,False,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.91331557167961,0.8010506679367672,0.8475955204216075,0.8539872533459949,0.04605426393889397,45
426,0.03570993741353353,0.0021330828902448554,0.013759136199951172,0.000381511795187932,balanced,0.0007196856730011522,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7962602614776527,0.8730152200740435,0.8533710785838399,0.041033683347289275,49
450,0.03414622942606608,0.001812372095765165,0.01659544308980306,0.004389652103341127,balanced,0.006105402296585327,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7962602614776527,0.8730152200740435,0.8533710785838399,0.041033683347289275,49
402,0.06716084480285645,0.04306580446286175,0.013427098592122396,0.0004023642212584769,balanced,8.483428982440725e-05,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7962602614776527,0.8730152200740435,0.8533710785838399,0.041033683347289275,49
378,0.04137651125590006,0.004825033163408313,0.014386494954427084,0.0004945650526442882,balanced,1e-05,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7962602614776527,0.8730152200740435,0.8533710785838399,0.041033683347289275,49
474,0.03266390164693197,0.0005774305808385859,0.013768990834554037,0.0004092884063597251,balanced,0.05179474679231213,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7962602614776527,0.8730152200740435,0.8533710785838399,0.041033683347289275,49
115,0.03102429707845052,0.0007954496688736857,0.013750473658243815,0.0008467955411640438,,0.05179474679231213,False,False,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9060604860913661,0.8010506679367672,0.8475955204216075,0.851568891483247,0.042962047091284275,54
66,0.03496694564819336,0.0008382610762716849,0.01334524154663086,0.0002198238262389856,,0.0007196856730011522,False,False,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8817444950168062,0.8335529205094422,0.8393097643097643,0.8515357266120042,0.021489727453468666,55
90,0.033114115397135414,0.0008250393161886905,0.013279120127360025,0.00039270511452489085,,0.006105402296585327,False,False,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8817444950168062,0.8335529205094422,0.8393097643097643,0.8515357266120042,0.021489727453468666,55
18,0.039270877838134766,0.0027259096992560843,0.015166203180948893,0.0007009479824688268,,1e-05,False,False,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8817444950168062,0.8335529205094422,0.8393097643097643,0.8515357266120042,0.021489727453468666,55
42,0.03602790832519531,0.0008342176706548139,0.013433535893758139,0.00031698222073337585,,8.483428982440725e-05,False,False,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8817444950168062,0.8335529205094422,0.8393097643097643,0.8515357266120042,0.021489727453468666,55
114,0.03268551826477051,0.0009872916143392862,0.01358954111735026,7.218752189197243e-05,,0.05179474679231213,False,False,"(1, 1)",,"{'clf__class_weight': None, 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8817444950168062,0.8335529205094422,0.8393097643097643,0.8515357266120042,0.021489727453468666,55
498,0.03149231274922689,0.0004247782495576142,0.013405481974283854,0.00041371105287699443,balanced,0.4393970560760795,False,False,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.4393970560760795, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8908377541998231,0.7879393737175765,0.8730152200740435,0.850597449330481,0.04489941729614831,60
109,0.029410759607950848,0.0003932150214284499,0.01276850700378418,0.00023014848947112726,,0.05179474679231213,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.05179474679231213, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8010506679367672,0.8393097643097643,0.848400475884985,0.04285703984859669,61
85,0.03167621294657389,0.0011885312651387606,0.01355417569478353,0.0002793766849855596,,0.006105402296585327,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.006105402296585327, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8010506679367672,0.8393097643097643,0.848400475884985,0.04285703984859669,61
37,0.03347007433573405,0.0007514550270970591,0.015605688095092773,0.0030933434027616506,,8.483428982440725e-05,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 8.483428982440725e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8010506679367672,0.8393097643097643,0.848400475884985,0.04285703984859669,61
61,0.03369903564453125,0.0014732852397620422,0.013460079828898111,0.0005191999939201712,,0.0007196856730011522,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8010506679367672,0.8393097643097643,0.848400475884985,0.04285703984859669,61
13,0.033870855967203774,0.0015830219770446806,0.012919743855794271,0.000249976116412713,,1e-05,False,True,"(1, 1)",english,"{'clf__class_weight': None, 'clf__tol': 1e-05, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.9048409954084236,0.8010506679367672,0.8393097643097643,0.848400475884985,0.04285703984859669,61
420,0.034877379735310875,0.0010489459668370125,0.014012575149536133,0.0005915972914451178,balanced,0.0007196856730011522,False,True,"(1, 1)",,"{'clf__class_weight': 'balanced', 'clf__tol': 0.0007196856730011522, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.8989311127469022,0.7957284084202242,0.8475955204216075,0.8474183471962448,0.04213251387269116,66
