,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_tfidf__binary,param_tfidf__lowercase,param_tfidf__ngram_range,param_tfidf__stop_words,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
222,0.2708883285522461,0.07129917561917909,0.03195810317993164,0.009554555139707889,2275.845926074791,True,False,"(1, 1)",,"{'clf__C': 2275.845926074791, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6733965038303783,0.8154411764705882,0.8557118807118808,0.7815165203376156,0.0782001103245871,39
216,0.24952991803487143,0.1314196359990574,0.04945683479309082,0.016701274428600168,2275.845926074791,True,True,"(1, 1)",,"{'clf__C': 2275.845926074791, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6808167885754093,0.8010481635481635,0.8548418972332016,0.7789022831189247,0.07275078293200109,40
169,0.35633651415507,0.11008909022574745,0.03807687759399414,0.010748936029545863,31.622776601683793,True,True,"(1, 1)",english,"{'clf__C': 31.622776601683793, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7674289891395155,0.7790690197991265,0.7819256639622773,0.7761412243003064,0.0062698955382795496,41
175,0.4082811673482259,0.10396281524981607,0.034209251403808594,0.012436983529840916,31.622776601683793,True,False,"(1, 1)",english,"{'clf__C': 31.622776601683793, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7746560846560847,0.762903812903813,0.7823653198653199,0.773308405808406,0.008002072315367459,42
241,0.3447255293528239,0.013204777559376681,0.028638203938802082,0.009135587793312106,19306.977288832535,True,True,"(1, 1)",english,"{'clf__C': 19306.977288832535, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7404419497639837,0.7990245174752217,0.7401382243487507,0.7598682305293187,0.027687953672122317,43
270,0.23111573855082193,0.03557830278168413,0.04708321889241537,0.0022778217604235897,163789.3706954068,True,False,"(1, 1)",,"{'clf__C': 163789.3706954068, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7332990926211265,0.7124554367201426,0.7905889884763124,0.7454478392725271,0.03303439633077881,44
294,0.3088964621225993,0.03697157005518117,0.049608469009399414,0.016041617669479365,1389495.494373136,True,False,"(1, 1)",,"{'clf__C': 1389495.494373136, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7332990926211265,0.7124554367201426,0.7897727272727273,0.7451757522046654,0.032662742656280955,45
342,0.23653626441955566,0.028798456616387573,0.0408639113108317,0.012654442244523157,100000000.0,True,False,"(1, 1)",,"{'clf__C': 100000000.0, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7332990926211265,0.7124554367201426,0.7897727272727273,0.7451757522046654,0.032662742656280955,45
318,0.23334201176961264,0.056609225537487574,0.025224924087524414,0.002461216536560678,11787686.347935867,True,False,"(1, 1)",,"{'clf__C': 11787686.347935867, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7332990926211265,0.7124554367201426,0.7897727272727273,0.7451757522046654,0.032662742656280955,45
157,0.29463744163513184,0.0722561601860527,0.046996116638183594,0.0007684383066325668,3.727593720314938,False,True,"(1, 1)",english,"{'clf__C': 3.727593720314938, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7919269919269919,0.6165931466564378,0.8064814814814816,0.7383338733549705,0.08628851485708877,48
246,0.22295896212259927,0.08146709004949172,0.0467681090037028,0.0014012206724013166,19306.977288832535,True,False,"(1, 1)",,"{'clf__C': 19306.977288832535, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7332990926211265,0.7124554367201426,0.7488636363636363,0.7315393885683017,0.014915577295460163,49
163,0.6697161992390951,0.1359388553165297,0.06348896026611328,0.017528208248375008,3.727593720314938,False,False,"(1, 1)",english,"{'clf__C': 3.727593720314938, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.7320634920634921,0.6165931466564378,0.8226851851851853,0.7237806079683717,0.0843403292734604,50
247,0.23691773414611816,0.04165436684502297,0.04393561681111654,0.001177646045633708,19306.977288832535,True,False,"(1, 1)",english,"{'clf__C': 19306.977288832535, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.6371189405297351,0.7849925309432352,0.7479663333536573,0.7233592682755425,0.06282664203591673,51
156,0.2482300599416097,0.05797895987582257,0.03932030995686849,0.010456347889032968,3.727593720314938,False,True,"(1, 1)",,"{'clf__C': 3.727593720314938, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7161135161135161,0.6564604728922856,0.7853112975754486,0.7192950955270835,0.052651214554249544,52
240,0.307553768157959,0.12767095998741787,0.03961737950642904,0.011186386840282747,19306.977288832535,True,True,"(1, 1)",,"{'clf__C': 19306.977288832535, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6305535756711809,0.7933434565348496,0.73385955831608,0.7192521968407034,0.06725656143879744,53
174,0.3930339813232422,0.1145219333926107,0.04781333605448405,0.0014268556124013725,31.622776601683793,True,False,"(1, 1)",,"{'clf__C': 31.622776601683793, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6554824561403509,0.7070454545454545,0.7916245791245792,0.7180508299367948,0.05612193943127424,54
168,0.3612401485443115,0.07232865292044749,0.03313032786051432,0.008129585157599222,31.622776601683793,True,True,"(1, 1)",,"{'clf__C': 31.622776601683793, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.5902968036529681,0.7714482885535517,0.7905889884763124,0.7174446935609441,0.09024607481555225,55
162,0.43524591128031415,0.03980767368052068,0.03035275141398112,0.00954548121590326,3.727593720314938,False,False,"(1, 1)",,"{'clf__C': 3.727593720314938, 'tfidf__binary': False, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.7161135161135161,0.6646723646723647,0.7508805031446542,0.7105554613101783,0.03541308387787428,56
313,0.6789410909016927,0.481503071443192,0.05499108632405599,0.015818442608244717,11787686.347935867,True,True,"(1, 1)",english,"{'clf__C': 11787686.347935867, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.6391232722597235,0.7057682682682682,0.7401382243487507,0.6950099216255808,0.041934962765774006,57
337,0.33263635635375977,0.09458529869932124,0.04541778564453125,0.0009562400834109044,100000000.0,True,True,"(1, 1)",english,"{'clf__C': 100000000.0, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.6391232722597235,0.7057682682682682,0.7401382243487507,0.6950099216255808,0.041934962765774006,57
289,0.19426202774047852,0.02035174321497848,0.041910250981648765,0.004753969099413863,1389495.494373136,True,True,"(1, 1)",english,"{'clf__C': 1389495.494373136, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.6391232722597235,0.7057682682682682,0.7401382243487507,0.6950099216255808,0.041934962765774006,57
265,0.2493447462717692,0.08620647357927255,0.03764446576436361,0.011407390057801623,163789.3706954068,True,True,"(1, 1)",english,"{'clf__C': 163789.3706954068, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.6379399585921326,0.7057682682682682,0.7401382243487507,0.6946154837363837,0.042461039656184134,60
319,0.25734758377075195,0.0643530813618033,0.04678924878438314,0.0006670853093194785,11787686.347935867,True,False,"(1, 1)",english,"{'clf__C': 11787686.347935867, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.62506018177352,0.7049761311747613,0.7401382243487507,0.6900581790990107,0.04815009824384195,61
343,0.18772522608439127,0.054171908004939456,0.03898954391479492,0.00850826489020253,100000000.0,True,False,"(1, 1)",english,"{'clf__C': 100000000.0, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.62506018177352,0.7049761311747613,0.7401382243487507,0.6900581790990107,0.04815009824384195,61
271,0.2776062488555908,0.03446516740564996,0.03688955307006836,0.009787635497209226,163789.3706954068,True,False,"(1, 1)",english,"{'clf__C': 163789.3706954068, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.62506018177352,0.7049761311747613,0.7401382243487507,0.6900581790990107,0.04815009824384195,61
295,0.5284801324208578,0.03861759098459032,0.05452187856038412,0.01737063047055811,1389495.494373136,True,False,"(1, 1)",english,"{'clf__C': 1389495.494373136, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.62506018177352,0.7049761311747613,0.7401382243487507,0.6900581790990107,0.04815009824384195,61
312,0.5672111511230469,0.1844052880892288,0.0690595308939616,0.006872588684648504,11787686.347935867,True,True,"(1, 1)",,"{'clf__C': 11787686.347935867, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6305535756711809,0.6717705659242813,0.7504238393322901,0.6842493269759173,0.04972598003447716,65
288,0.20955316225687662,0.03184702926833282,0.0480189323425293,0.0017819161205451573,1389495.494373136,True,True,"(1, 1)",,"{'clf__C': 1389495.494373136, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6305535756711809,0.6717705659242813,0.7504238393322901,0.6842493269759173,0.04972598003447716,65
336,0.18078168233235678,0.051750528422684273,0.04044191042582194,0.012283128771962118,100000000.0,True,True,"(1, 1)",,"{'clf__C': 100000000.0, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6305535756711809,0.6717705659242813,0.7504238393322901,0.6842493269759173,0.04972598003447716,65
264,0.23243117332458496,0.0930558966998991,0.03183460235595703,0.01119211671605237,163789.3706954068,True,True,"(1, 1)",,"{'clf__C': 163789.3706954068, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.6305535756711809,0.656521164021164,0.7504238393322901,0.6791661930082116,0.05148992154402083,68
231,0.8020054499308268,0.2445694654367467,0.061029672622680664,0.026757220833659102,2275.845926074791,False,True,"(2, 2)",english,"{'clf__C': 2275.845926074791, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (2, 2), 'tfidf__stop_words': 'english'}",0.7082572561053574,0.7082004253056885,0.5896663172606569,0.6687079995572343,0.05589091436384363,69
207,0.5908734798431396,0.11364935386587921,0.027245283126831055,0.0006341131357893063,268.2695795279727,False,True,"(2, 2)",english,"{'clf__C': 268.2695795279727, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (2, 2), 'tfidf__stop_words': 'english'}",0.7158073077715935,0.7082004253056885,0.5819652908067542,0.6686576746280121,0.06137938429511842,70
145,0.27099140485127765,0.03731637220983173,0.038450161616007485,0.00878370937026999,3.727593720314938,True,True,"(1, 1)",english,"{'clf__C': 3.727593720314938, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.5829885057471265,0.6308900198609733,0.7000137923424914,0.6379641059835304,0.048036523927346794,71
151,0.23285404841105142,0.05826642142579009,0.04031101862589518,0.01208132531685182,3.727593720314938,True,False,"(1, 1)",english,"{'clf__C': 3.727593720314938, 'tfidf__binary': True, 'tfidf__lowercase': False, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.5977272727272727,0.5819423558897243,0.6723125710216078,0.6173273998795349,0.03941080802719276,72
144,0.32743461926778156,0.14451255990556083,0.042129834493001304,0.014320111163201062,3.727593720314938,True,True,"(1, 1)",,"{'clf__C': 3.727593720314938, 'tfidf__binary': True, 'tfidf__lowercase': True, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.5813877168307549,0.5419974013701867,0.7094477546066424,0.6109442909358613,0.07148472333012343,73
183,1.1862328847249348,0.13578039482098275,0.08288971583048503,0.004759762352565569,31.622776601683793,False,True,"(2, 2)",english,"{'clf__C': 31.622776601683793, 'tfidf__binary': False, 'tfidf__lowercase': True, 'tfidf__ngram_range': (2, 2), 'tfidf__stop_words': 'english'}",0.6406160355708549,0.6101078167115903,0.5819652908067542,0.6108963810297331,0.023950557969962587,74
